"search_timestamp","org_list__auth_type","org_list__address","org_list__domain_ip_cnt","org_list__np_time_list__np_time","org_list__corp_regno","org_list__org_type","org_list__relay_org_code","org_list__industry","org_list__np_time_cnt","org_list__ip_list__ip","org_list__cert_oid","org_list__cert_issuer_dn","org_list__serial_num","org_list__ip_cnt","org_list__domain_ip_list__domain_ip","org_list__domain","org_list__op_type","org_list__is_rcv_org","org_list__org_name","org_list__org_regno","org_list__org_code","rsp_code","org_cnt","rsp_msg"
"","01","(61241) 광주광역시 북구 금남로 128 (누문동) 대한저축은행","","0100:0400","2001110000764","02","ZWAAEA0000","bank","2","","","","","0","","","I","false","대한저축은행","409-81-02688","A3AAMX0000","","",""
"","","","","2000:2300","","","","","","","","","","","","","","","","","","","",""
"","01","(13590) 경기도 성남시 분당구 서현로 184 (서현동, 엘지분당에클라트) 3층 한국투자저축은행","","0100:0400","2047110001352","02","ZWAAEA0000","bank","2","","","","","0","","","I","false","(주)한국투자저축은행","417-81-01720","A3AAMY0000","","",""
"","","","","2000:2300","","","","","","","","","","","","","","","","","","","",""
"","01","(54935) 전라북도 전주시 덕진구 팔달로 320 (진북동, 스타저축은행) 스타저축은행","","0100:0400","2101110000176","02","ZWAAEA0000","bank","2","","","","","0","","","I","false","스타저축은행","418-81-04185","A3AAMZ0000","","",""
"","","","","2000:2300","","","","","","","","","","","","","","","","","","","",""
"","01","(42089) 대구광역시 수성구 달구벌대로 2532 (범어동) 2층  엠에스저축은행","","0100:0400","1701110004656","02","ZWAAEA0000","bank","2","","","","","0","","","I","false","엠에스저축은행","501-81-00308","A3AANA0000","","",""
"","","","","2000:2300","","","","","","","","","","","","","","","","","","","",""
"","01","(42117) 대구광역시 수성구 달구벌대로 2382-1 (범어동, 대백상호신용금고) 대백저축은행","","0100:0400","1701110004044","02","ZWAAEA0000","bank","2","","","","","0","","","I","false","대백저축은행","501-81-00711","A3AANB0000","","",""
"","","","","2000:2300","","","","","","","","","","","","","","","","","","","",""
"","01","(41951) 대구광역시 중구 달구벌대로 2210 (대봉동) 유니온저축은행","","0100:0400","1701110158875","02","ZWAAEA0000","bank","2","","","","","0","","","I","false","유니온저축은행","504-81-30946","A3AANC0000","","",""
"","","","","2000:2300","","","","","","","","","","","","","","","","","","","",""
"","01","(37745) 경북 포항시 북구 중흥로 321 대아빌딩","","0100:0400","1746110003315","02","ZWAAEA0000","bank","2","","","","","0","","","I","false","대아저축은행","506-81-02617","A3AAND0000","","",""
"","","","","2000:2300","","","","","","","","","","","","","","","","","","","",""
"","01","(37593) 경상북도 포항시 북구 장량로 154 (양덕동) 2층","","0100:0400","1746110003696","02","ZWAAEA0000","bank","2","","","","","0","","","I","false","머스트삼일저축은행","506-81-02830","A3AANE0000","","",""
"","","","","2000:2300","","","","","","","","","","","","","","","","","","","",""
"","01","(42028) 대구광역시 수성구 달구벌대로 2421 (범어동) 참저축은행","","0100:0400","1711110000265","02","ZWAAEA0000","bank","2","","","","","0","","","I","false","참저축은행","508-81-00347","A3AANF0000","","",""
"","","","","2000:2300","","","","","","","","","","","","","","","","","","","",""
"","01","(41914) 대구광역시 중구 국채보상로 645 (동인동2가, 드림상호저축은행)","","0100:0400","1713110000188","02","ZWAAEA0000","bank","2","","","","","0","","","I","false","드림저축은행","510-81-00092","A3AANG0000","","",""
"","","","","2000:2300","","","","","","","","","","","","","","","","","","","",""
"","01","(39220) 경상북도 구미시 역전로 18 (원평동) 라온저축은행","","0100:0400","1760110032207","02","ZWAAEA0000","bank","2","","","","","0","","","I","false","라온저축은행","513-81-00524","A3AANH0000","","",""
"","","","","2000:2300","","","","","","","","","","","","","","","","","","","",""
"","01","(47596) 부산광역시 연제구 중앙대로 1076 (연산동) 흥국저축은행","","0100:0400","1801110010255","02","ZWAAEA0000","bank","2","","","","","0","","","I","false","(주)흥국저축은행","602-81-00713","A3AANI0000","","",""
"","","","","2000:2300","","","","","","","","","","","","","","","","","","","",""
"","01","(47354) 부산광역시 부산진구 중앙대로 612 (범천동, 국제저축은행)","","2000:2300","1801110015990","02","ZWAAEA0000","bank","2","","","","","0","","","I","false","국제저축은행","602-81-02003","A3AANJ0000","","",""
"","","","","0100:0400","","","","","","","","","","","","","","","","","","","",""
"","01","(48725) 부산광역시 동구 중앙대로 449 (좌천동)","","0100:0400","1801110015304","02","ZWAAEA0000","bank","2","","","","","0","","","I","false","고려저축은행","604-81-04578","A3AANK0000","","",""
"","","","","2000:2300","","","","","","","","","","","","","","","","","","","",""
"","01","(47286) 부산광역시 부산진구 중앙대로 723 (부전동)","","0100:0400","1801110227199","02","ZWAAEA0000","bank","2","","","","","0","","","I","false","우리저축은행","605-81-26920","A3AANM0000","","",""
"","","","","2000:2300","","","","","","","","","","","","","","","","","","","",""
"","01","(47210) 부산광역시 부산진구 중앙대로 935 (양정동, HP양정점)","","0100:0400","1801110006535","02","ZWAAEA0000","bank","2","","","","","0","","","I","false","디에이치저축은행","607-81-17029","A3AANN0000","","",""
"","","","","2000:2300","","","","","","","","","","","","","","","","","","","",""
"","01","(51515) 경상남도 창원시 성산구 중앙대로 85 (중앙동, 리제스타워) 에스앤티저축은행","","0100:0400","1901110001096","02","ZWAAEA0000","bank","2","","","","","0","","","I","false","(주)에스앤티저축은행","608-81-00220","A3AANO0000","","",""
"","","","","2000:2300","","","","","","","","","","","","","","","","","","","",""
"","01","(47254) 부산광역시 부산진구 중앙대로 735 (부전동) 4층,5층","","0100:0400","2301110182384","02","ZWAAEA0000","bank","2","","","","","0","","","I","false","IBK저축은행","610-86-09985","A3AANP0000","","",""
"","","","","2000:2300","","","","","","","","","","","","","","","","","","","",""
"","01","(53054) 경상남도 통영시 항남5길 9 (항남동, 조흥상호저축은행) 1층 본점","","0030:2330","1912110000029","02","ZWAAEA0000","bank","1","","","","","0","","","I","false","조흥저축은행","612-81-00044","A3AANQ0000","","",""
"","01","(52691) 경상남도 진주시 진양호로 532 (동성동, 진주저축은행) 진주저축은행 1층","","0100:0400","1911110000633","02","ZWAAEA0000","bank","2","","","","","0","","","I","false","진주저축은행","613-81-00348","A3AANR0000","","",""
"","","","","2000:2300","","","","","","","","","","","","","","","","","","","",""
"","01","(47596) 부산광역시 연제구 중앙대로 1094 (연산동, 코리아빌딩)","","0100:0400","1913110000100","02","ZWAAEA0000","bank","2","","","","","0","","","I","false","솔브레인저축은행","615-81-00140","A3AANS0000","","",""
"","","","","2000:2300","","","","","","","","","","","","","","","","","","","",""
"","01","(47599) 부산광역시 연제구 연제로 30 (연산동, 시청역비스타동원) 105동 101호","","0100:0400","1845110000866","02","ZWAAEA0000","bank","2","","","","","0","","","I","false","동원제일저축은행","621-81-04516","A3AANT0000","","",""
"","","","","2000:2300","","","","","","","","","","","","","","","","","","","",""
"","01","(14554) 경기도 부천시 부천로 157 (춘의동) 키움저축은행","","0100:0400","1243110008949","02","ZWAAEA0000","bank","2","","","","","0","","","I","false","키움저축은행","130-81-09655","A3AANX0000","","",""
"","","","","2000:2300","","","","","","","","","","","","","","","","","","","",""
"","01","(04130) 서울특별시 마포구 마포대로 163 (공덕동, 서울신용보증재단)","","0100:0400","1101110003900","02","ZWAAEA0000","bank","2","","","","","0","","","I","false","상호저축은행중앙회","102-82-04083","A3AAPH0000","","",""
"","","","","2000:2300","","","","","","","","","","","","","","","","","","","",""
"","01","(28529) 충청북도 청주시 상당구 사직대로350번길 53 (서문동, 청주상호저축은행)","","0100:0400","1501110000161","02","ZWAAEA0000","bank","2","","","","","0","","","I","false","청주저축은행","301-81-01084","A3AAPO0000","","",""
"","","","","2000:2300","","","","","","","","","","","","","","","","","","","",""
"","01","(29047) 충청북도 옥천군 옥천읍 중앙로 32 (금구리, 은행) 한성저축은행","","0100:0400","1542110003630","02","ZWAAEA0000","bank","2","","","","","0","","","I","false","한성저축은행","302-81-07140","A3AAPP0000","","",""
"","","","","2000:2300","","","","","","","","","","","","","","","","","","","",""
"","01","(27169) 충청북도 제천시 의림대로 137 (중앙로2가) 주식회사 대명상호저축은행","","0100:0400","1512110004508","02","ZWAAEA0000","bank","2","","","","","0","","","I","false","대명저축은행","304-81-07049","A3AAPQ0000","","",""
"","","","","2000:2300","","","","","","","","","","","","","","","","","","","",""
"","01","(38139) 경상북도 경주시 북문로 126 (성동동) 대원저축은행","","0100:0400","1712110017218","02","ZWAAEA0000","bank","2","","","","","0","","","I","false","대원저축은행","505-81-15083","A3AAPR0000","","",""
"","","","","2000:2300","","","","","","","","","","","","","","","","","","","",""
"","01","(48744) 부산광역시 동구 범일로 92 (범일동, (주)부산은행) 2, 3층 BNK저축은행","","0400:0600","1801110786484","02","ZWAAEA0000","bank","2","","","","","0","","","I","false","BNK저축은행","617-81-95435","A3AAPS0000","","",""
"","","","","1900:2300","","","","","","","","","","","","","","","","","","","",""
"","01","(39220) 경상북도 구미시 역전로 8 (원평동)","","0100:0400","1753110000994","02","ZWAAEA0000","bank","2","","","","","0","","","I","false","오성저축은행","513-81-01601","A3AAPT0000","","",""
"","","","","2000:2300","","","","","","","","","","","","","","","","","","","",""
"","01","(04516) 서울특별시 중구 새문안로 16 (충정로1가, 농협중앙회중앙본부사무실) 농업협동조합중앙회","2","0400:0700","1101360027690","01","ZWAAEA0000","bank","2","1.241.248.121","","","110136-0027690","2","1.241.248.121:5200","https://opfm.nonghyup.com:5200","I","false","농업협동조합중앙회","104-82-07072","A4AAAZ0000","","",""
"","","","","2000:2300","","","","","","61.42.212.52","","","","","61.42.212.52:5200","","","","","","","","",""
"","01","(05601) 서울특별시 송파구 석촌호수로 166 (삼전동, 산림조합중앙회)","","0030:0400","1148390000569","02","ZWAAEA0000","bank","2","","","","","0","","","I","false","산림조합중앙회","219-82-00463","A4AAGC0000","","",""
"","","","","2000:2330","","","","","","","","","","","","","","","","","","","",""
"","01","(05510) 서울특별시 송파구 오금로 62 (신천동, 수협중앙회빌딩) 상호금융본부","","0030:2330","1101380000014","02","ZWAAEA0000","bank","1","","","","","0","","","I","false","수산업협동조합중앙회","219-82-01220","A4AAGD0000","","",""
"","01","(35209) 대전광역시 서구 한밭대로 745 (둔산동, 신용협동조합중앙회)","","0230:0800","1150410000361","02","ZWAAEA0000","bank","3","","","","","0","","","I","false","신용협동조합중앙회","114-82-02152","A4AAKM0000","","",""
"","","","","2030:2330","","","","","","","","","","","","","","","","","","","",""
"","","","","1000:1400","","","","","","","","","","","","","","","","","","","",""
"","01","(06172) 서울특별시 강남구 봉은사로114길 20 (삼성동, 새마을금고)","","0030:0630","1011440001879","02","ZWAAEA0000","bank","1","","","","","0","","","I","false","새마을금고중앙회","109-82-04731","A4AAPA0000","","",""
"","01","(03154) 서울특별시 종로구 종로 1 (종로1가, 교보악사) 교보생명빌딩 ","2","0100:0800","1101110014970","01","ZWAAAA0000","insu","1","3.34.226.250","","","110111-0014970","2","15.165.244.216:9443","https://mydata.kyobo.com:9443","I","false","교보생명보험(주)","102-81-11097","B1AAAI0000","","",""
"","","","","","","","","","","3.34.61.169","","","","","3.36.4.57:9443","","","","","","","","",""
"","03","(03184) 서울특별시 종로구 새문안로 68 (신문로1가, 흥국생명빌딩) 7층 흥국생명","1","0030:0630","1101110018443","01","ZWAAAA0000","insu","1","221.168.35.73","","","110111-0018443","1","112.166.143.191:443","https://oapi.heungkuklife.co.kr","I","false","흥국생명보험주식회사","104-81-18586","B1AAAO0000","","",""
"","01","(06620) 서울특별시 서초구 서초대로74길 11 (서초동, 삼성전자빌딩) 24층 정보전략팀","1","1200:1800","1101110005953","01","ZWAAAA0000","insu","1","121.253.31.247","","","110111-0005953","2","121.253.31.238:8443","https://opi.samsunglife.com:8443","I","false","삼성생명보험","104-81-26688","B1AAAR0000","","",""
"","","","","","","","","","","121.253.31.248","","","","","","","","","","","","","",""
"","01","(04542) 서울특별시 중구 삼일대로 358 (을지로2가, 신한LTower)","5","1900:2330","1101110667498","01","ZWAAAA0000","insu","2","210.120.57.16","","","104-81-28992","5","210.120.57.16:8443","https://mdpapi.shinhanlife.co.kr:8443","I","false","신한라이프생명보험 주식회사","104-81-28992","B1AAAS0000","","",""
"","","","","0030:0230","","","","","","210.120.57.62","","","","","210.120.57.62:8443","","","","","","","","",""
"","","","","","","","","","","210.120.57.61","","","","","210.120.57.61:8443","","","","","","","","",""
"","","","","","","","","","","210.120.57.60","","","","","210.120.57.60:8443","","","","","","","","",""
"","","","","","","","","","","210.120.57.17","","","","","210.120.57.17:8443","","","","","","","","",""
"","01","(03156) 서울특별시 종로구 삼봉로 48 (청진동, 라이나타워) 라이나생명보험","","0030:0730","1101112940751","02","ZWAAAA0000","insu","1","","","","","0","","","I","false","라이나생명보험","104-81-85673","B1AAAY0000","","",""
"","01","(04511) 서울특별시 중구 칠패로 37 (봉래동1가, HSBC은행) 18, 19층","","0030:0630","1101114390376","02","ZWAAAA0000","insu","1","","","","","0","","","I","false","IBK연금보험(주)","104-86-29322","B1AABD0000","","",""
"","01","(03739) 서울특별시 서대문구 통일로 87 (미근동, NH농협생명빌딩)","1","0030:0630","1101114809377","01","ZWAAAA0000","insu","1","1.241.193.84","","","110111-4809377","1","1.241.193.84:18002","https://openapi.nhlife.co.kr:18002","I","false","농협생명보험 주식회사","104-86-39723","B1AABF0000","","",""
"","01","(06211) 서울특별시 강남구 테헤란로 322 (역삼동, 한신인터밸리24빌딩) 23층 동관 처브라이프생명","","1000:1600","1101110709232","02","ZWAAAA0000","insu","1","","","","","0","","","I","false","처브라이프생명보험 주식회사","120-81-23820","B1AADM0000","","",""
"","01","(06211) 서울특별시 강남구 테헤란로 316 (역삼동, 메트라이프타워)","1","0030:0630","1101110631154","01","ZWAAAA0000","insu","1","61.40.138.18","","","110111-0631154","2","61.40.138.29:443","https://exapi.metlife.co.kr/metlife/mydata","I","false","메트라이프생명","120-81-32969","B1AADN0000","","",""
"","","","","","","","","","","61.40.138.25","","","","","","","","","","","","","",""
"","01","(06194) 서울특별시 강남구 테헤란로 432 (대치동, DB금융센터) 7층","","0100:0300","1101110623606","02","ZWAAAA0000","insu","3","","","","","0","","","I","false","DB생명보험주식회사","202-81-18158","B1AAET0000","","",""
"","","","","0500:0700","","","","","","","","","","","","","","","","","","","",""
"","","","","0300:0500","","","","","","","","","","","","","","","","","","","",""
"","01","(03159) 서울특별시 종로구 종로 33 (청진동, 그랑서울)","1","0400:0700","1101110624688","01","ZWAAAA0000","insu","3","103.143.176.221","","","110111-0624688","1","103.143.176.221:18082","https://mydata.myangel.co.kr:18082","I","false","동양생명보험(주)","202-81-38251","B1AAEU0000","","",""
"","","","","2130:2330","","","","","","","","","","","","","","","","","","","",""
"","","","","1200:1300","","","","","","","","","","","","","","","","","","","",""
"","03","(07332) 서울특별시 영등포구 의사당대로 147 (여의도동, ABL타워)","1","0500:0800","1101110007032","01","ZWAAAA0000","insu","2","61.42.199.130","","","214-81-04337","6","61.42.199.207:443","https://api-mydata.abllife.co.kr","I","true","에이비엘생명보험(주)","214-81-04337","B1AAFP0000","","",""
